parcel,elevation,ndvi,lai,diseased
"[[1357, 1547], [1359, 1558], [1427, 1542], [1425, 1531]]",206.82256540697674,-0.16866585918676072,0.06700863259739907,0
"[[1425, 1531], [1427, 1542], [1496, 1526], [1494, 1515]]",206.69622634747705,-0.0858099049535291,0.09957887816006834,0
"[[1494, 1515], [1496, 1526], [1587, 1507], [1584, 1495]]",206.37730318257957,-0.08680218608439469,0.10404863777482272,0
"[[910, 1612], [913, 1624], [981, 1608], [978, 1596]]",208.64013053797467,-0.29935622442336307,0.023783524078412478,1
"[[978, 1596], [981, 1608], [1049, 1592], [1046, 1580]]",208.3240704113924,-0.32602400199446097,0.011637855138224896,1
"[[1046, 1580], [1049, 1592], [1117, 1576], [1114, 1564]]",208.04258966244726,-0.2854962707196594,0.02179206428816564,1
"[[1114, 1564], [1117, 1576], [1185, 1561], [1182, 1549]]",207.69017857142856,-0.2973089197891786,0.020317757773297383,1
"[[1182, 1549], [1185, 1561], [1254, 1545], [1251, 1533]]",207.39262486992715,-0.3103723297278252,0.018599826293145966,1
"[[1251, 1533], [1254, 1545], [1322, 1529], [1319, 1517]]",207.20755867616035,-0.24139412387431236,0.03706311781750099,0
"[[1319, 1517], [1322, 1529], [1390, 1514], [1387, 1502]]",207.04664351851852,-0.1440625221236174,0.06944290427228982,0
"[[1387, 1502], [1390, 1514], [1458, 1498], [1455, 1486]]",206.77449235232066,-0.15263198237004047,0.07387451161963847,0
"[[1455, 1486], [1458, 1498], [1527, 1482], [1524, 1470]]",206.41324141519252,-0.27822185432823904,0.0273536498724734,0
"[[1524, 1470], [1527, 1482], [1609, 1464], [1606, 1452]]",206.22601232394365,-0.16328405891236322,0.07939193284384581,0
"[[874, 1583], [876, 1594], [944, 1578], [942, 1567]]",208.9078851744186,-0.23590694672880116,0.02820044856875232,0
"[[942, 1567], [944, 1578], [1012, 1562], [1010, 1551]]",208.71471656976743,-0.22472550241570724,0.035851382590528454,0
"[[1010, 1551], [1012, 1562], [1080, 1546], [1078, 1535]]",208.32650799418604,-0.24758734245210956,0.040711611720773914,0
"[[1078, 1535], [1080, 1546], [1149, 1531], [1147, 1520]]",207.93841594827586,-0.24679103627440843,0.048726571101993785,0
"[[1147, 1520], [1149, 1531], [1217, 1515], [1215, 1504]]",207.68566497093022,-0.23031559301700905,0.04598270961796742,0
"[[1215, 1504], [1217, 1515], [1285, 1499], [1283, 1488]]",207.44807412790698,-0.1803529547304962,0.064844061056456,0
"[[1283, 1488], [1285, 1499], [1353, 1484], [1351, 1473]]",207.20769594988346,-0.10986727462161062,0.0920308096877762,0
"[[1351, 1472], [1353, 1483], [1422, 1468], [1420, 1457]]",206.86436781609194,-0.17134560625720877,0.07258470050712833,0
"[[1420, 1457], [1422, 1468], [1490, 1452], [1488, 1441]]",206.57234738372094,-0.20787651222068948,0.0537301595430863,0
"[[1488, 1441], [1490, 1452], [1558, 1436], [1556, 1425]]",206.4104106104651,-0.12123564962462667,0.10915005436232339,0
"[[1556, 1425], [1558, 1436], [1633, 1420], [1630, 1409]]",206.15730708245243,-0.12063695514012897,0.10856788681425375,0
"[[849, 1551], [851, 1562], [919, 1546], [917, 1535]]",209.0256359011628,-0.25430615817015606,0.031486407236816144,0
"[[917, 1535], [919, 1546], [987, 1530], [985, 1519]]",208.7971293604651,-0.26706731124913496,0.023708216901155876,0
"[[985, 1519], [987, 1530], [1055, 1514], [1053, 1503]]",208.55405159883722,-0.21205886056490034,0.057291579294178385,0
"[[1053, 1503], [1055, 1514], [1123, 1498], [1121, 1487]]",208.1320675872093,-0.2733119691160675,0.0270282238114809,0
"[[1121, 1487], [1123, 1498], [1192, 1483], [1190, 1472]]",207.8619971264368,-0.21452004821212203,0.05347747326785084,0
"[[1190, 1472], [1192, 1483], [1260, 1467], [1258, 1456]]",207.49978197674417,-0.2477604218772737,0.04335228724712082,0
"[[1258, 1456], [1260, 1467], [1328, 1451], [1326, 1440]]",207.22663517441862,-0.24662049908504308,0.0395162592378048,0
"[[1326, 1440], [1328, 1451], [1396, 1435], [1394, 1424]]",207.0875726744186,-0.1248401485688505,0.09267937784220699,0
"[[1394, 1424], [1396, 1435], [1464, 1420], [1462, 1409]]",206.72625291375292,-0.19062086165861852,0.06876148938979773,0
"[[1462, 1409], [1464, 1420], [1533, 1404], [1531, 1393]]",206.319362815367,-0.2481965765683571,0.04110271039659963,0
"[[1531, 1393], [1533, 1404], [1601, 1388], [1599, 1377]]",206.08997093023257,-0.2693848229350059,0.03548368024198215,0
"[[1599, 1377], [1601, 1388], [1657, 1377], [1654, 1365]]",205.9160447761194,-0.2312692655187075,0.061367526415476846,0
"[[823, 1519], [825, 1530], [893, 1514], [891, 1503]]",209.08070494186046,-0.2647689280790441,0.021134463877170762,0
"[[891, 1503], [893, 1514], [961, 1498], [959, 1487]]",209.05486918604652,-0.18923905474359795,0.03763586135929013,0
"[[959, 1487], [961, 1498], [1029, 1482], [1027, 1471]]",208.76646075581397,-0.1766011960038515,0.05887363097964007,0
"[[1027, 1471], [1029, 1482], [1097, 1467], [1095, 1456]]",208.27188956876458,-0.33817575351974166,0.014853550610868996,1
"[[1095, 1456], [1097, 1467], [1166, 1451], [1164, 1440]]",208.00016126720183,-0.25237777235867376,0.0349199731590309,0
"[[1164, 1440], [1166, 1451], [1234, 1435], [1232, 1424]]",207.70988372093024,-0.21716189161639346,0.05306281037389925,0
"[[1232, 1424], [1234, 1435], [1302, 1419], [1300, 1408]]",207.35570494186047,-0.2620216797445422,0.038823138392776055,0
"[[1300, 1408], [1302, 1419], [1370, 1404], [1368, 1393]]",207.14943910256412,-0.15328161864947487,0.06947359013622581,0
"[[1368, 1393], [1370, 1404], [1439, 1388], [1437, 1377]]",206.78641055045873,-0.20936274035223598,0.06078376104950796,0
"[[1437, 1377], [1439, 1388], [1507, 1372], [1505, 1361]]",206.48642805232558,-0.20793565895125182,0.053211016062006344,0
"[[1505, 1361], [1507, 1372], [1575, 1357], [1573, 1346]]",206.25839525058274,-0.21756322713311438,0.051168670710992535,0
"[[1573, 1346], [1575, 1357], [1643, 1341], [1641, 1330]]",206.07067587209303,-0.16260359220415632,0.0810683798744888,0
"[[1641, 1330], [1643, 1341], [1681, 1334], [1678, 1322]]",205.86885271414343,-0.17272158647686903,0.07395129978553018,0
"[[793, 1488], [796, 1499], [864, 1483], [861, 1472]]",209.29086401255708,-0.21742124152375145,0.04590635591382119,0
"[[861, 1472], [864, 1483], [932, 1467], [929, 1456]]",209.0498359018265,-0.25554164650783934,0.024632301017273543,0
"[[929, 1456], [932, 1467], [1000, 1451], [997, 1440]]",208.85163384703196,-0.2619986752851294,0.020517254326688786,0
"[[997, 1440], [1000, 1451], [1069, 1435], [1066, 1424]]",208.72124859234233,-0.09975338306189394,0.09709195175761237,0
"[[1066, 1424], [1069, 1435], [1137, 1420], [1134, 1409]]",208.20060137457045,-0.33247950762167744,0.021333305288237396,1
"[[1134, 1409], [1137, 1420], [1205, 1404], [1202, 1393]]",207.75925727739727,-0.4064216787956621,0.007104044247813111,2
"[[1202, 1393], [1205, 1404], [1273, 1388], [1270, 1377]]",207.611354880137,-0.19382150331405534,0.062001288596868244,0
"[[1270, 1377], [1273, 1388], [1342, 1372], [1339, 1361]]",207.326611768018,-0.16748856419351846,0.06682057597171748,0
"[[1339, 1361], [1342, 1372], [1410, 1357], [1407, 1346]]",206.9004868270332,-0.2240197718828574,0.043604247844628706,0
"[[1407, 1346], [1410, 1357], [1478, 1341], [1475, 1330]]",206.63982234589042,-0.23344222586495536,0.05301615260761087,0
"[[1475, 1330], [1478, 1341], [1546, 1325], [1543, 1314]]",206.3312464326484,-0.23088938161867475,0.04053516790800618,0
"[[1544, 1314], [1547, 1325], [1615, 1309], [1612, 1298]]",206.03790311073058,-0.3044939884225208,0.023717925899931033,1
"[[1612, 1298], [1615, 1309], [1706, 1290], [1703, 1278]]",205.83731921487603,-0.17194539388020832,0.07084158473345416,0
"[[764, 1456], [767, 1468], [835, 1452], [832, 1440]]",209.4015526107595,-0.3147379341772047,0.012752979988949666,1
"[[832, 1440], [835, 1452], [903, 1436], [900, 1424]]",209.20973430907173,-0.29713252835747556,0.018167195367216137,1
"[[900, 1424], [903, 1436], [971, 1421], [968, 1409]]",208.92825727513227,-0.25415900105751027,0.032511687885453396,0
"[[968, 1409], [971, 1421], [1039, 1405], [1036, 1393]]",208.6601727320675,-0.2605819783054,0.025588019110837128,0
"[[1036, 1393], [1039, 1405], [1108, 1389], [1105, 1377]]",208.35558662851196,-0.421789099845132,0.0011174014555344316,2
"[[1105, 1377], [1108, 1389], [1176, 1374], [1173, 1362]]",207.97051917989418,-0.4041552669787533,0.0028517338153456976,2
"[[1173, 1362], [1176, 1374], [1244, 1358], [1241, 1346]]",207.5998813291139,-0.3122190578182748,0.018996893326146822,1
"[[1241, 1346], [1244, 1358], [1312, 1342], [1309, 1330]]",207.32847112341773,-0.26150351226645174,0.03075625617166124,0
"[[1309, 1330], [1312, 1342], [1381, 1327], [1378, 1315]]",207.01585334029227,-0.23785952643869313,0.0399889642413732,0
"[[1378, 1315], [1381, 1327], [1449, 1311], [1446, 1299]]",206.6465585443038,-0.2861586375555077,0.030548723289237814,1
"[[1446, 1299], [1449, 1311], [1517, 1295], [1514, 1283]]",206.40208003691984,-0.25896236682064316,0.03304962031422862,0
"[[1514, 1283], [1517, 1295], [1585, 1280], [1582, 1268]]",206.17581018518518,-0.2659138016781564,0.03416806821911309,0
"[[1582, 1268], [1585, 1280], [1653, 1264], [1650, 1252]]",205.95266350210971,-0.28059248196876657,0.04002601676928429,1
"[[1650, 1252], [1653, 1264], [1731, 1246], [1728, 1235]]",205.71959053794427,-0.23240316831148589,0.05895020686208025,0
"[[735, 1425], [737, 1436], [805, 1420], [803, 1409]]",209.77390988372093,-0.20631225301059292,0.04385117073221684,0
"[[803, 1409], [805, 1420], [873, 1404], [871, 1393]]",209.3268531976744,-0.3452209330217146,0.007482960058088786,1
"[[871, 1393], [873, 1404], [941, 1388], [939, 1377]]",209.1610101744186,-0.2506344697185766,0.025851021320234716,0
"[[939, 1377], [941, 1388], [1009, 1373], [1007, 1362]]",208.88221153846155,-0.23890289378110363,0.03879603800154929,0
"[[1007, 1362], [1009, 1373], [1078, 1357], [1076, 1346]]",208.62369194380733,-0.23858361633792433,0.03724673341528418,0
"[[1076, 1346], [1078, 1357], [1146, 1341], [1144, 1330]]",208.31493459302325,-0.17096982938106928,0.06335157733250087,0
"[[1144, 1330], [1146, 1341], [1214, 1325], [1212, 1314]]",208.00590479651163,-0.15348401878312318,0.07871271278021644,0
"[[1212, 1314], [1214, 1325], [1282, 1310], [1280, 1299]]",207.67533508158508,-0.16486853883977523,0.07557279175463488,0
"[[1280, 1299], [1282, 1310], [1350, 1294], [1348, 1283]]",207.29707485465116,-0.22417531949337396,0.05806424448551946,0
"[[1348, 1283], [1350, 1294], [1419, 1278], [1417, 1267]]",206.9142596043578,-0.25328766185932095,0.03868074154261455,0
"[[1417, 1267], [1419, 1278], [1487, 1262], [1485, 1251]]",206.55488735465116,-0.23523930268081789,0.04102958628792288,0
"[[1485, 1251], [1487, 1262], [1555, 1247], [1553, 1236]]",206.3143028846154,-0.27336924640021226,0.03020097579346539,0
"[[1553, 1236], [1555, 1247], [1623, 1231], [1621, 1220]]",206.1290152616279,-0.2194407632417768,0.05322127537097055,0
"[[1621, 1220], [1623, 1231], [1692, 1215], [1690, 1204]]",205.92565581995413,-0.19605627399361367,0.07853020520634935,0
"[[1690, 1204], [1692, 1215], [1760, 1200], [1758, 1189]]",205.60325611888112,-0.21587112765050687,0.0660223347058716,0
"[[1758, 1189], [1760, 1200], [1828, 1184], [1826, 1173]]",205.2405159883721,-0.2449126699309805,0.05726182329398428,0
"[[1826, 1173], [1828, 1184], [1896, 1168], [1894, 1157]]",204.88944404069767,-0.196549085813148,0.056702540744088904,0
"[[1894, 1157], [1896, 1168], [1964, 1152], [1962, 1141]]",204.21086482558138,-0.39714469998588653,0.00478046588258183,2
"[[1962, 1141], [1964, 1152], [2033, 1137], [2031, 1126]]",203.64082255747127,-0.44381741929328306,0.0001014163322303816,2
"[[2031, 1126], [2033, 1137], [2101, 1121], [2099, 1110]]",203.31293604651162,-0.2889462833516082,0.033013726934306084,1
"[[2099, 1110], [2101, 1121], [2169, 1105], [2167, 1094]]",203.06210029069769,-0.19630643760129843,0.05284015565648647,0
"[[2167, 1094], [2169, 1105], [2237, 1089], [2235, 1078]]",202.79649345930233,-0.217940785642822,0.0494896423828453,0
"[[2235, 1078], [2237, 1089], [2306, 1074], [2304, 1063]]",202.6045617816092,-0.22463366234591264,0.05368908441738782,0
"[[2304, 1063], [2306, 1074], [2347, 1066], [2344, 1054]]",-81.94449682710729,-0.3387507696755788,0.021295630692945454,1
"[[713, 1392], [716, 1404], [784, 1388], [781, 1376]]",209.81668644514767,-0.27506809355592626,0.02779976799451035,0
"[[781, 1376], [784, 1388], [852, 1372], [849, 1360]]",209.71711827531647,-0.12852250356522818,0.08230296118857137,0
"[[849, 1360], [852, 1372], [920, 1356], [917, 1344]]",209.35439741561183,-0.24842014959303,0.02842126374379964,0
"[[917, 1344], [920, 1356], [988, 1341], [985, 1329]]",209.0877810846561,-0.1938136597326932,0.0698626866368317,0
"[[985, 1329], [988, 1341], [1057, 1325], [1054, 1313]]",208.90016909469304,-0.14153955473546076,0.07662383283467432,0
"[[1054, 1313], [1057, 1325], [1125, 1309], [1122, 1297]]",208.82196070675104,0.07365615070496251,0.18407743486575134,0
"[[1122, 1297], [1125, 1309], [1193, 1294], [1190, 1282]]",208.26395502645502,-0.032942931026251995,0.14428009446136533,0
"[[1190, 1282], [1193, 1294], [1261, 1278], [1258, 1266]]",207.8588970200422,-0.11111985548792877,0.10905940716813327,0
"[[1258, 1266], [1261, 1278], [1330, 1262], [1327, 1250]]",207.57866155046827,-0.10059598538873094,0.10136576842986914,0
"[[1327, 1250], [1330, 1262], [1398, 1247], [1395, 1235]]",207.13819444444445,-0.17305623177395335,0.06935622560403784,0
"[[1395, 1235], [1398, 1247], [1466, 1231], [1463, 1219]]",206.84355221518987,-0.18547194315700552,0.06892826071778664,0
"[[1463, 1219], [1466, 1231], [1534, 1215], [1531, 1203]]",206.45300962552741,-0.2619154188368056,0.0448334333121443,0
"[[1531, 1203], [1534, 1215], [1603, 1200], [1600, 1188]]",206.2630153966597,-0.16823737491623628,0.07753897892941808,0
"[[1600, 1188], [1603, 1200], [1671, 1184], [1668, 1172]]",206.07776239451476,-0.12244787054546809,0.1027962231373162,0
"[[1668, 1172], [1671, 1184], [1739, 1168], [1736, 1156]]",205.87003889767934,-0.04649291408429364,0.1374853270719618,0
"[[1736, 1156], [1739, 1168], [1807, 1152], [1804, 1140]]",205.59864517405063,-0.08137501700449798,0.11959707074577683,0
"[[1804, 1140], [1807, 1152], [1875, 1137], [1872, 1125]]",204.95505952380952,-0.29629973393336984,0.03178609278005883,1
"[[1872, 1125], [1875, 1137], [1944, 1121], [1941, 1109]]",204.4813833246618,-0.2408653370771627,0.03730273033748044,0
"[[1941, 1109], [1944, 1121], [2012, 1105], [2009, 1093]]",203.8259328850211,-0.3751929882709487,0.007964632528310324,2
"[[2009, 1093], [2012, 1105], [2080, 1090], [2077, 1078]]",203.321164021164,-0.33715600482488084,0.011559010800734659,1
"[[2077, 1078], [2080, 1090], [2148, 1074], [2145, 1062]]",202.99182489451476,-0.3460995948920816,0.0165573772762944,1
"[[2145, 1062], [2148, 1074], [2217, 1058], [2214, 1046]]",202.8693580905307,-0.2464149020682308,0.041714605069867426,0
"[[2214, 1046], [2217, 1058], [2285, 1043], [2282, 1031]]",202.739666005291,-0.09644603830594946,0.10145961304921321,0
"[[2282, 1031], [2285, 1043], [2338, 1030], [2335, 1019]]",202.43951330532212,-0.18013784798587404,0.06438131363144367,0
"[[679, 1362], [682, 1373], [750, 1357], [747, 1346]]",209.99250856164383,-0.352409423828125,0.006456021541072724,2
"[[747, 1346], [750, 1357], [818, 1341], [815, 1330]]",209.78604808789953,-0.23316386654132804,0.04519146880875589,0
"[[815, 1330], [818, 1341], [886, 1325], [883, 1314]]",209.51257491438355,-0.18395588843136992,0.061657181339344176,0
"[[883, 1314], [886, 1325], [954, 1310], [951, 1299]]",209.1692081901489,-0.2637997331290409,0.02650896385342136,0
"[[951, 1299], [954, 1310], [1023, 1294], [1020, 1283]]",208.9329075168919,-0.2531775910390448,0.031494659171778544,0
"[[1020, 1283], [1023, 1294], [1091, 1278], [1088, 1267]]",208.8869149543379,-0.05720038693205771,0.12246797256622662,0
"[[1088, 1267], [1091, 1278], [1159, 1263], [1156, 1252]]",208.480831185567,-0.09694631384053362,0.09996385663408157,0
"[[1156, 1252], [1159, 1263], [1227, 1247], [1224, 1236]]",208.04849814497717,-0.12208214638290668,0.08529602623392044,0
"[[1224, 1236], [1227, 1247], [1296, 1231], [1293, 1220]]",207.61627252252254,-0.2477069622237849,0.04047809683838867,0
"[[1293, 1220], [1296, 1231], [1364, 1215], [1361, 1204]]",207.37582049086757,-0.1524999251059436,0.07323032662829379,0
"[[1361, 1204], [1364, 1215], [1432, 1200], [1429, 1189]]",206.9340098797251,-0.22486188956434774,0.04670237708845619,0
"[[1429, 1189], [1432, 1200], [1500, 1184], [1497, 1173]]",206.564444206621,-0.2619102626595164,0.039334853506913826,0
"[[1497, 1173], [1500, 1184], [1568, 1168], [1565, 1157]]",206.27292023401827,-0.33857667555502796,0.015978432324299456,1
"[[1565, 1157], [1568, 1168], [1637, 1153], [1634, 1142]]",206.06421257062146,-0.296979854380232,0.03853247701585803,1
"[[1634, 1142], [1637, 1153], [1705, 1137], [1702, 1126]]",205.86258561643837,-0.21050566400644016,0.06453470457989362,0
"[[1702, 1126], [1705, 1137], [1773, 1121], [1770, 1110]]",205.55456264269407,-0.1733444755702767,0.0730878841235924,0
"[[1770, 1110], [1773, 1121], [1841, 1105], [1838, 1094]]",205.08898758561645,-0.34553309849330355,0.017709295391492158,1
"[[1838, 1094], [1841, 1105], [1910, 1090], [1907, 1079]]",204.7803495762712,-0.23713947942774993,0.04095746789906064,0
"[[1907, 1079], [1910, 1090], [1978, 1074], [1975, 1063]]",204.08743578767124,-0.3663322047183388,0.0055739824360751065,2
"[[1975, 1063], [1978, 1074], [2046, 1058], [2043, 1047]]",203.51867508561645,-0.32217351359142593,0.003084410746930246,1
"[[2043, 1047], [2046, 1058], [2114, 1043], [2111, 1032]]",203.14187786368842,-0.30901556529626506,0.011486867828504072,1
"[[2111, 1032], [2114, 1043], [2182, 1027], [2179, 1016]]",202.8898758561644,-0.33482164855397073,0.013525544127840593,1
"[[2180, 1016], [2183, 1027], [2251, 1011], [2248, 1000]]",202.63131421232876,-0.3303862055507275,0.010722957177326497,1
"[[2248, 1000], [2251, 1011], [2337, 993], [2334, 981]]",202.26413625437064,-0.36271412499829125,0.005253611056155183,2
"[[647, 1331], [649, 1343], [717, 1327], [715, 1315]]",210.4642761033369,-0.18250699429898648,0.06082931555243532,0
"[[715, 1315], [717, 1327], [785, 1311], [783, 1299]]",210.08907427341228,-0.1665558619324126,0.06710686179432145,0
"[[783, 1299], [785, 1311], [853, 1295], [851, 1283]]",209.8150565123789,-0.09879430822423986,0.10745827940796253,0
"[[851, 1283], [853, 1295], [921, 1280], [919, 1268]]",209.4886562837109,-0.1628127087694887,0.05764418168450578,0
"[[919, 1268], [921, 1280], [990, 1264], [988, 1252]]",209.14964835456476,-0.21631554443097703,0.04830677085197651,0
"[[988, 1252], [990, 1264], [1058, 1248], [1056, 1236]]",208.84124394510226,-0.19320384126940415,0.05069841978856453,0
"[[1056, 1236], [1058, 1248], [1126, 1233], [1124, 1221]]",208.66641383495147,-0.06303721032794282,0.1108265920177092,0
"[[1124, 1221], [1126, 1233], [1194, 1217], [1192, 1205]]",208.12187163616792,-0.1754166539235455,0.0657880190136132,0
"[[1192, 1205], [1194, 1217], [1262, 1201], [1260, 1189]]",207.8560111679225,-0.19168130367929942,0.06327672612437628,0
"[[1260, 1189], [1262, 1201], [1331, 1186], [1329, 1174]]",207.54547872340424,-0.1626579114042532,0.06898381199430971,0
"[[1329, 1174], [1331, 1186], [1399, 1170], [1397, 1158]]",207.05040702368137,-0.25351024496144264,0.03795492660234327,0
"[[1397, 1158], [1399, 1170], [1467, 1154], [1465, 1142]]",206.69622914424113,-0.27938141827981106,0.033126000732177356,0
"[[1465, 1142], [1467, 1154], [1535, 1138], [1533, 1126]]",206.44594321851454,-0.2546936595414164,0.03781425437365172,0
"[[1533, 1126], [1535, 1138], [1604, 1123], [1602, 1111]]",206.15837765957446,-0.2590292176203941,0.043505617719413185,0
"[[1602, 1111], [1604, 1123], [1672, 1107], [1670, 1095]]",206.06927812163616,-0.14989492055532094,0.0960656597689531,0
"[[1670, 1095], [1672, 1107], [1740, 1091], [1738, 1079]]",205.7186154467169,-0.189102238693155,0.07685017976602636,0
"[[1738, 1079], [1740, 1091], [1808, 1076], [1806, 1064]]",205.34835153721684,-0.22791870314925589,0.05405016189280256,0
"[[1806, 1064], [1808, 1076], [1876, 1060], [1874, 1048]]",205.02580059203444,-0.2533189352456625,0.036302576605099716,0
"[[1874, 1048], [1876, 1060], [1945, 1044], [1943, 1032]]",204.37718949044586,-0.3679305380963265,0.003399117976656207,2
"[[1943, 1032], [1945, 1044], [2013, 1029], [2011, 1017]]",203.7684061488673,-0.37549364733978896,0.002275679399520592,2
"[[2011, 1017], [2013, 1029], [2081, 1013], [2079, 1001]]",203.2766583692142,-0.3531094583971747,0.002101081796025272,2
"[[2079, 1001], [2081, 1013], [2149, 997], [2147, 985]]",202.95388186221743,-0.3383263500316723,0.013104280917557347,1
"[[2147, 985], [2149, 997], [2218, 981], [2216, 969]]",202.64074110934183,-0.39445550679654323,0.0031583763925897668,2
"[[2216, 969], [2218, 981], [2286, 966], [2284, 954]]",202.4158407497303,-0.3142116237331081,0.00841720328300156,1
"[[2284, 954], [2286, 966], [2336, 955], [2333, 943]]",202.23141830422125,-0.42424009009393193,0.0007714191677717227,2
"[[626, 1298], [628, 1310], [696, 1294], [694, 1282]]",210.80059203444563,-0.19036901486357655,0.06391308080291828,0
"[[694, 1282], [696, 1294], [764, 1278], [762, 1266]]",210.26801332077503,-0.2094792804759213,0.05577399888116863,0
"[[762, 1266], [764, 1278], [832, 1262], [830, 1250]]",209.92544066200216,-0.1927132322367196,0.05661243851765199,0
"[[830, 1250], [832, 1262], [900, 1247], [898, 1235]]",209.55975256202805,-0.2747696701530266,0.02501649622030632,0
"[[898, 1235], [900, 1247], [969, 1231], [967, 1219]]",209.2770866507431,-0.19171810454834765,0.0516187560031504,0
"[[967, 1219], [969, 1231], [1037, 1215], [1035, 1203]]",208.94131794940796,-0.2112189619056074,0.04085587696672198,0
