parcel,elevation,ndvi,lai,diseased
"[[444, 657], [445, 661], [471, 655], [470, 651]]",207.69005831866198,140.04225352112675,0.0006282189060845071,0
"[[470, 651], [471, 655], [496, 649], [495, 645]]",207.26871863594891,139.01459854014598,0.0006236089239416058,0
"[[495, 645], [496, 649], [521, 643], [520, 639]]",206.99875969434308,132.83941605839416,0.0005959075246423359,0
"[[520, 639], [521, 643], [547, 637], [546, 633]]",206.9480771346831,134.80985915492957,0.0006047467826197184,0
"[[546, 633], [547, 637], [572, 632], [571, 628]]",206.87599092371323,130.33823529411765,0.0005846874178235294,0
"[[571, 628], [572, 632], [597, 626], [596, 622]]",206.57379105839416,128.55474452554745,0.0005766868137810219,0
"[[596, 622], [597, 626], [625, 620], [624, 616]]",206.35986328125,137.80263157894737,0.000618172132263158,0
"[[380, 657], [381, 660], [406, 654], [405, 651]]",208.6134055397727,139.53636363636363,0.0006259495225090909,0
"[[405, 651], [406, 654], [431, 648], [430, 645]]",208.1863991477273,143.33636363636364,0.000642996033709091,0
"[[430, 645], [431, 648], [457, 642], [456, 639]]",207.90417694627192,132.3421052631579,0.0005936766262105264,0
"[[456, 639], [457, 642], [482, 636], [481, 633]]",207.47084517045454,129.74545454545455,0.0005820282484363637,0
"[[481, 633], [482, 636], [507, 630], [506, 627]]",207.22210582386364,126.87272727272727,0.0005691414122181819,0
"[[506, 627], [507, 630], [533, 624], [532, 621]]",207.0934930098684,134.7719298245614,0.0006045766345263158,0
"[[532, 621], [533, 624], [558, 619], [557, 616]]",206.95434346330276,132.60550458715596,0.000594858215559633,0
"[[557, 616], [558, 619], [584, 613], [583, 610]]",206.8889802631579,128.55263157894737,0.000576677335263158,0
"[[583, 610], [584, 613], [609, 607], [608, 604]]",206.67961647727273,138.9,0.0006230948436000001,0
"[[608, 604], [609, 607], [633, 602], [632, 599]]",206.41834077380952,138.03809523809525,0.0006192284043428573,0
"[[365, 645], [366, 648], [391, 642], [390, 639]]",208.68148082386364,134.9909090909091,0.0006055589588727274,0
"[[390, 639], [391, 642], [416, 636], [415, 633]]",208.3827237215909,139.5909090909091,0.0006261942092727274,0
"[[415, 633], [416, 636], [442, 630], [441, 627]]",208.1027960526316,145.98245614035088,0.0006548662035789475,0
"[[441, 627], [442, 630], [467, 624], [466, 621]]",207.78650568181817,139.9909090909091,0.0006279885788727273,0
"[[466, 621], [467, 624], [492, 618], [491, 615]]",207.5163884943182,136.15454545454546,0.0006107789431636365,0
"[[491, 615], [492, 618], [518, 613], [517, 610]]",207.28693653207964,131.07079646017698,0.000587973631539823,0
"[[517, 610], [518, 613], [543, 607], [542, 604]]",207.280078125,133.4909090909091,0.0005988300728727273,0
"[[542, 604], [543, 607], [568, 601], [567, 598]]",206.96516335227273,131.34545454545454,0.0005892057268363636,0
"[[567, 598], [568, 601], [594, 595], [593, 592]]",206.75654468201753,137.49122807017545,0.0006167751997894738,0
"[[593, 592], [594, 595], [619, 589], [618, 586]]",206.3489346590909,132.26363636363635,0.000593324620690909,0
"[[618, 586], [619, 589], [641, 585], [640, 582]]",206.38993326822916,134.20833333333334,0.0006020483835000001,0
"[[350, 633], [351, 637], [376, 631], [375, 627]]",208.907689895073,147.91970802919707,0.0006635565683211678,0
"[[375, 627], [376, 631], [401, 625], [400, 621]]",208.69807823905109,140.32846715328466,0.0006295028386861314,0
"[[400, 621], [401, 625], [427, 619], [426, 615]]",208.39519146126761,143.09154929577466,0.0006418978151830986,0
"[[426, 615], [427, 619], [452, 613], [451, 609]]",207.9982322080292,144.66423357664235,0.0006489527573430658,0
"[[451, 609], [452, 613], [477, 607], [476, 603]]",207.78470004562044,143.12408759124088,0.0006420437795036497,0
"[[477, 603], [478, 607], [503, 601], [502, 597]]",207.49284329379563,137.47445255474452,0.0006166999461021898,0
"[[502, 597], [503, 601], [528, 596], [527, 592]]",207.28558708639707,137.15441176470588,0.0006152642674411765,0
"[[527, 592], [528, 596], [554, 590], [553, 586]]",206.95359264964787,128.19014084507043,0.0005750512293802817,0
"[[553, 586], [554, 590], [579, 584], [578, 580]]",206.78997490875912,134.97080291970804,0.0006054687641167884,0
"[[578, 580], [579, 584], [605, 578], [604, 574]]",206.5221170774648,137.81690140845072,0.000618236145633803,0
"[[604, 574], [605, 578], [630, 572], [629, 568]]",206.26756386861314,135.14598540145985,0.0006062546194160585,0
"[[629, 568], [630, 572], [651, 568], [650, 564]]",206.15169836956522,140.4695652173913,0.000630135793878261,0
"[[340, 621], [341, 624], [366, 618], [365, 615]]",209.0596946022727,136.70909090909092,0.0006132665919272728,0
"[[365, 615], [366, 618], [391, 612], [390, 609]]",208.85452769886365,136.8,0.0006136744032000001,0
"[[390, 609], [391, 612], [417, 606], [416, 603]]",208.6434690241228,143.87719298245614,0.0006454221530526316,0
"[[416, 603], [417, 606], [442, 600], [441, 597]]",208.17679332386365,137.20909090909092,0.0006155095539272728,0
"[[441, 597], [442, 600], [467, 594], [466, 591]]",208.00159801136363,136.04545454545453,0.0006102895696363637,0
"[[466, 591], [467, 594], [493, 588], [492, 585]]",207.7024054276316,142.71929824561403,0.0006402279252631579,0
"[[492, 585], [493, 588], [518, 582], [517, 579]]",207.3731711647727,129.54545454545453,0.0005811310636363636,0
"[[517, 579], [518, 582], [543, 577], [542, 574]]",207.1764442373853,133.77064220183487,0.0006000849343486239,0
"[[542, 574], [543, 577], [569, 571], [568, 568]]",207.04845120614036,132.00877192982455,0.0005921813182105263,0
"[[568, 568], [569, 571], [594, 565], [593, 562]]",206.609375,131.04545454545453,0.0005878599496363636,0
"[[593, 562], [594, 565], [619, 559], [618, 556]]",206.2908203125,135.43636363636364,0.0006075572341090909,0
"[[619, 556], [620, 559], [645, 553], [644, 550]]",206.06301491477274,131.63636363636363,0.0005905107229090909,0
"[[644, 550], [645, 553], [661, 551], [660, 547]]",205.9525146484375,138.75,0.000622421955,0
"[[329, 607], [330, 611], [355, 605], [354, 601]]",209.07898038321167,147.91240875912408,0.0006635238243503649,0
"[[354, 601], [355, 605], [380, 599], [379, 595]]",209.0843122718978,146.07299270072994,0.0006552723437080293,0
"[[379, 595], [380, 599], [406, 593], [405, 589]]",208.78272172095072,147.9718309859155,0.000663790387943662,0
"[[405, 589], [406, 593], [431, 587], [430, 583]]",208.33913093065692,140.97080291970804,0.0006323843081167884,0
"[[430, 583], [431, 587], [456, 581], [455, 577]]",208.11011633211677,141.62043795620437,0.0006352985215182481,0
"[[456, 577], [457, 581], [482, 576], [481, 572]]",207.750244140625,134.71323529411765,0.0006043133353235295,0
"[[481, 572], [482, 576], [507, 570], [506, 566]]",207.58680713959853,144.32846715328466,0.0006474465346861314,0
"[[506, 566], [507, 570], [533, 564], [532, 560]]",207.23195422535213,132.22535211267606,0.0005931528804507043,0
"[[532, 560], [533, 564], [558, 558], [557, 554]]",206.94049384124088,143.03649635036496,0.0006416508518540146,0
"[[557, 554], [558, 558], [583, 552], [582, 548]]",206.70360971715328,131.66423357664235,0.0005906357453430657,0
"[[583, 548], [584, 552], [609, 547], [608, 543]]",206.42905560661765,136.60294117647058,0.0006127904122941177,0
"[[608, 543], [609, 547], [634, 541], [633, 537]]",206.19305999087592,133.35036496350364,0.0005981996025985402,0
"[[633, 537], [634, 541], [660, 535], [659, 531]]",206.05006602112675,139.9788732394366,0.0006279345869577465,0
"[[659, 531], [660, 535], [671, 533], [670, 529]]",205.85951450892858,137.55555555555554,0.000617063768,0
"[[317, 595], [318, 599], [343, 593], [342, 589]]",209.27654539233578,143.24817518248176,0.0006426004270072993,0
"[[342, 589], [343, 593], [368, 587], [367, 583]]",209.11812842153284,140.79562043795622,0.0006315984528175183,0
"[[367, 583], [368, 587], [394, 581], [393, 577]]",208.85216769366198,139.78169014084506,0.0006270500385633802,0
"[[393, 577], [394, 581], [419, 575], [418, 571]]",208.82430428832117,140.36496350364965,0.0006296665585401461,0
"[[418, 571], [419, 575], [444, 569], [443, 565]]",208.34203923357666,141.78832116788323,0.0006360516328467155,0
"[[443, 565], [444, 569], [470, 564], [469, 560]]",207.92650155141843,121.93617021276596,0.000546996392425532,0
"[[469, 560], [470, 564], [495, 558], [494, 554]]",207.63010378649636,130.06569343065692,0.0005834648157372263,0
"[[494, 554], [495, 558], [520, 552], [519, 548]]",207.50922388229927,135.26277372262774,0.0006067785229489052,0
"[[519, 548], [520, 552], [546, 546], [545, 542]]",207.12897502200704,135.30281690140845,0.0006069581536056339,0
"[[545, 542], [546, 546], [571, 540], [570, 536]]",206.81536553375912,132.2919708029197,0.0005934517268321168,0
"[[570, 536], [571, 540], [597, 535], [596, 531]]",206.5620982934397,128.0212765957447,0.0005742937171914895,0
"[[596, 531], [597, 535], [622, 529], [621, 525]]",206.29122947080293,130.8832116788321,0.0005871321404671533,0
"[[621, 525], [622, 529], [647, 523], [646, 519]]",206.00873916514598,130.94890510948906,0.0005874268362043797,0
"[[646, 519], [647, 523], [680, 516], [679, 512]]",205.85145277387642,135.82022471910113,0.0006092792057528091,0
"[[305, 583], [306, 587], [331, 581], [330, 577]]",209.4189239279197,139.02919708029196,0.0006236744118832117,0
"[[330, 577], [331, 581], [356, 575], [355, 571]]",209.23996350364965,134.007299270073,0.000601146559970803,0
"[[355, 571], [356, 575], [382, 569], [381, 565]]",208.98537907130282,137.03521126760563,0.0006147295430704226,0
"[[381, 565], [382, 569], [407, 563], [406, 559]]",208.75142563868613,140.65693430656935,0.0006309763173722629,0
"[[406, 559], [407, 563], [432, 557], [431, 553]]",208.46376026459853,124.52554744525547,0.0005586121418978102,0
"[[432, 553], [433, 557], [458, 552], [457, 548]]",208.14171645220588,119.29411764705883,0.0005351443454117647,0
"[[457, 548], [458, 552], [483, 546], [482, 542]]",207.7639997718978,121.17518248175182,0.00054358265929927,0
"[[482, 542], [483, 546], [509, 540], [508, 536]]",207.44847601232394,132.1338028169014,0.0005927421972676057,0
"[[508, 536], [509, 540], [534, 534], [533, 530]]",207.27748631386862,129.8978102189781,0.0005827117044087592,0
"[[533, 530], [534, 534], [559, 528], [558, 524]]",206.86822821624088,135.0,0.00060559974,0
"[[559, 524], [560, 528], [585, 522], [584, 518]]",206.57883781934308,126.62043795620438,0.0005680096615182482,0
"[[584, 518], [585, 522], [610, 517], [609, 513]]",206.3665268841912,129.375,0.0005803664175000001,0
"[[609, 513], [610, 517], [636, 511], [635, 507]]",206.16719850352112,129.58450704225353,0.0005813062501690142,0
"[[635, 507], [636, 511], [661, 505], [660, 501]]",205.95817176094891,129.84671532846716,0.0005824824966131388,0
"[[660, 501], [661, 505], [690, 498], [689, 495]]",205.79130446742957,130.5281690140845,0.0005855394460563381,0
"[[295, 570], [296, 574], [321, 568], [320, 564]]",209.76571053832117,139.98540145985402,0.0006279638720583942,0
"[[320, 564], [321, 568], [346, 562], [345, 558]]",209.34561758667883,138.73722627737226,0.0006223646530510949,0
"[[345, 558], [346, 562], [372, 556], [371, 552]]",209.17585002200704,139.21830985915494,0.0006245227574366198,0
"[[371, 552], [372, 556], [397, 550], [396, 546]]",208.93943886861314,142.1897810218978,0.0006378525512408759,0
"[[396, 546], [397, 550], [422, 544], [421, 540]]",208.68715784671534,135.6058394160584,0.0006083174895766424,0
"[[421, 540], [422, 544], [448, 538], [447, 534]]",208.42308538732394,143.80281690140845,0.0006450885076056339,0
"[[447, 534], [448, 538], [473, 533], [472, 529]]",208.0752671185662,130.86764705882354,0.000587062318764706,0
"[[472, 529], [473, 533], [498, 527], [497, 523]]",207.8860914689781,131.16788321167883,0.0005884091553284671,0
"[[497, 523], [498, 527], [524, 521], [523, 517]]",207.56991362235917,129.30281690140845,0.0005800426096056339,0
"[[523, 517], [524, 521], [549, 515], [548, 511]]",207.10124885948906,133.4160583941606,0.0005984942983357664,0
"[[548, 511], [549, 515], [575, 509], [574, 505]]",206.78680677816902,131.7394366197183,0.0005909731004788732,0
"[[574, 505], [575, 509], [600, 503], [599, 499]]",206.46638343978103,134.13138686131387,0.0006017032074744526,0
"[[599, 499], [600, 503], [625, 497], [624, 493]]",206.30900718521897,134.55474452554745,0.000603602357781022,0
"[[624, 493], [625, 497], [651, 492], [650, 488]]",206.07563164893617,132.00709219858157,0.0005921737830638299,0
"[[650, 488], [651, 492], [676, 486], [675, 482]]",205.93593179744525,133.91970802919707,0.0006007536323211679,0
"[[675, 482], [676, 486], [701, 480], [700, 476]]",205.64109546076642,130.8832116788321,0.0005871321404671533,0
"[[700, 476], [701, 480], [727, 474], [726, 470]]",205.27391890404928,135.38028169014083,0.0006073056547605634,0
"[[726, 470], [727, 474], [752, 468], [751, 464]]",204.95857093978103,128.0,0.000574198272,0
"[[751, 464], [752, 468], [777, 462], [776, 458]]",204.36168453467153,133.87591240875912,0.0006005571684963504,0
"[[776, 458], [777, 462], [803, 456], [802, 452]]",203.82091769366198,128.19718309859155,0.0005750828203943662,0
"[[802, 452], [803, 456], [828, 451], [827, 447]]",203.3544921875,129.86029411764707,0.0005825434100294118,0
"[[827, 447], [828, 451], [854, 445], [853, 441]]",203.21481624119718,140.53521126760563,0.0006304302770704226,0
"[[853, 441], [854, 445], [879, 439], [878, 435]]",202.93109888229927,136.12408759124088,0.0006106423115036497,0
"[[878, 435], [879, 439], [904, 433], [903, 429]]",202.75721373175182,134.1970802919708,0.0006019979032116788,0
"[[903, 429], [904, 433], [937, 426], [936, 422]]",202.41193381320224,137.90449438202248,0.0006186290810561799,0
"[[285, 557], [286, 561], [311, 555], [310, 551]]",209.84104128649636,141.27737226277372,0.000633759554890511,0
"[[310, 551], [311, 555], [336, 549], [335, 545]]",209.74736256843065,141.5912408759124,0.0006351675456350366,0
"[[335, 545], [336, 549], [362, 543], [361, 539]]",209.42524482834506,138.05633802816902,0.0006193102401126761,0
"[[361, 539], [362, 543], [387, 537], [386, 533]]",209.1470403740876,138.13868613138686,0.0006196796474452555,0
"[[386, 533], [387, 537], [412, 531], [411, 527]]",208.94055086678833,134.05839416058393,0.0006013757677664234,0
"[[411, 527], [412, 531], [438, 526], [437, 522]]",208.91450576241135,131.39007092198582,0.0005894058725106384,0
"[[437, 522], [438, 526], [463, 520], [462, 516]]",208.58923072536496,133.22627737226279,0.0005976429550948907,0
"[[462, 516], [463, 520], [488, 514], [487, 510]]",208.04470802919707,133.37226277372264,0.000598297834510949,0
"[[488, 510], [489, 514], [514, 508], [513, 504]]",207.8092638001825,136.46715328467153,0.0006121812781313869,0
"[[513, 504], [514, 508], [539, 502], [538, 498]]",207.46860743613138,140.2919708029197,0.0006293391188321168,0
"[[538, 498], [539, 502], [565, 497], [564, 493]]",207.06053302304966,133.70921985815602,0.0005998093983829787,0
"[[564, 493], [565, 497], [590, 491], [589, 487]]",206.82416172445255,130.4963503649635,0.0005853967100145985,0
"[[589, 487], [590, 491], [615, 485], [614, 481]]",206.40255759580293,130.12408759124088,0.0005837267675036497,0
"[[614, 481], [615, 485], [641, 479], [640, 475]]",206.28316186179578,129.8943661971831,0.0005826962547887325,0
"[[640, 475], [641, 479], [666, 473], [665, 469]]",206.09159728558393,134.32116788321167,0.0006025545507153285,0
"[[665, 469], [666, 473], [691, 468], [690, 464]]",205.89675723805146,130.0441176470588,0.0005833680284117647,0
"[[691, 464], [692, 468], [717, 462], [716, 458]]",205.69710880474452,134.98540145985402,0.0006055342520583943,0
"[[716, 458], [717, 462], [742, 456], [741, 452]]",205.1108861770073,126.72992700729927,0.000568500821080292,0
"[[741, 452], [742, 456], [768, 450], [767, 446]]",204.68968694982394,137.7394366197183,0.0006178886444788733,0
"[[767, 446], [768, 450], [793, 444], [792, 440]]",204.03163492244525,134.42335766423358,0.0006030129663065694,0
"[[792, 440], [793, 444], [818, 439], [817, 435]]",203.55508961397058,128.91176470588235,0.0005782883791764706,0
"[[817, 435], [818, 439], [844, 433], [843, 429]]",203.16099526848592,132.59154929577466,0.0005947956131830987,0
"[[843, 429], [844, 433], [869, 427], [868, 423]]",202.9114393248175,134.63503649635035,0.000603962541459854,0
"[[868, 423], [869, 427], [894, 421], [893, 417]]",202.89826642335765,133.75912408759123,0.0006000332649635036,0
"[[894, 417], [895, 421], [920, 415], [919, 411]]",202.64694057937956,134.52554744525548,0.0006034713818978103,0
"[[919, 411], [920, 415], [937, 412], [936, 408]]",202.38873420877658,133.04255319148936,0.0005968187823829788,0
"[[272, 545], [273, 549], [298, 543], [297, 539]]",209.9947679060219,133.8905109489051,0.0006006226564379563,0
"[[297, 539], [298, 543], [323, 537], [322, 533]]",209.82567290145985,136.16788321167883,0.0006108387753284672,0
"[[322, 533], [323, 537], [349, 531], [348, 527]]",209.52772887323943,138.85211267605635,0.0006228800247042255,0
"[[348, 527], [349, 531], [374, 525], [373, 521]]",209.25136861313868,139.4817518248175,0.0006257045380729927,0
"[[373, 521], [374, 525], [399, 519], [398, 515]]",209.01896099452554,136.84671532846716,0.0006138839646131388,0
"[[398, 515], [399, 519], [425, 513], [424, 509]]",208.88938710387325,130.21830985915494,0.0005841494414366198,0
"[[424, 509], [425, 513], [450, 508], [449, 504]]",208.7282284007353,130.4264705882353,0.000585083234647059,0
"[[449, 504], [450, 508], [475, 502], [474, 498]]",208.24126083485402,131.07299270072994,0.0005879834837080293,0
"[[474, 498], [475, 502], [501, 496], [500, 492]]",207.85469850352112,132.11971830985917,0.0005926790152394367,0
"[[500, 492], [501, 496], [526, 490], [525, 486]]",207.54814381843065,127.15328467153284,0.0005703999713868613,0
"[[525, 486], [526, 490], [551, 484], [550, 480]]",207.2423728330292,132.94160583941607,0.0005963659402335767,0
"[[550, 480], [551, 484], [577, 478], [576, 474]]",206.80756216989437,134.6267605633803,0.0006039254162535212,0
"[[576, 474], [577, 478], [602, 473], [601, 469]]",206.52921070772058,135.01470588235293,0.0006056657094705882,0
"[[601, 469], [602, 473], [627, 467], [626, 463]]",206.27084283759123,123.25547445255475,0.0005529146909781023,0
"[[626, 463], [627, 467], [653, 461], [652, 457]]",206.0665850572183,127.97183098591549,0.000574071907943662,0
"[[652, 457], [653, 461], [678, 455], [677, 451]]",205.89160869069343,128.12408759124088,0.0005747549195036497,0
"[[677, 451], [678, 455], [703, 449], [702, 445]]",205.5911695939781,128.86861313868613,0.0005780948045255474,0
"[[702, 445], [703, 449], [729, 443], [728, 439]]",205.14852002640845,132.51408450704224,0.000594448112028169,0
"[[728, 439], [729, 443], [754, 438], [753, 434]]",204.92569508272058,132.93382352941177,0.000596331029382353,0
"[[753, 434], [754, 438], [780, 432], [779, 428]]",204.29893816021126,129.0211267605634,0.0005787789690422536,0
"[[779, 428], [780, 432], [805, 426], [804, 422]]",203.76029311131387,132.37956204379563,0.0005938446544817519,0
"[[804, 422], [805, 426], [830, 420], [829, 416]]",203.28008097627736,138.65693430656935,0.0006220044693722628,0
"[[829, 416], [830, 420], [856, 414], [855, 410]]",203.09079280369718,133.35211267605635,0.0005982074427042255,0
"[[855, 410], [856, 414], [881, 408], [880, 404]]",202.78507071167883,136.1021897810219,0.0006105440795912409,0
"[[880, 404], [881, 408], [906, 402], [905, 398]]",202.50185333029196,135.95620437956205,0.0006098892001751826,0
"[[905, 398], [906, 402], [937, 396], [936, 392]]",202.24001216317365,139.62275449101796,0.0006263370653173653,0
"[[259, 533], [260, 537], [285, 531], [284, 527]]",210.46453010948906,137.35766423357666,0.0006161760425693432,0
"[[284, 527], [285, 531], [310, 525], [309, 521]]",210.11313868613138,130.62773722627736,0.0005859861014890511,0
"[[309, 521], [310, 525], [336, 519], [335, 515]]",209.90677266725353,138.50704225352112,0.0006213320650140845,0
"[[335, 515], [336, 519], [361, 513], [360, 509]]",209.47289860857666,138.007299270073,0.0006190902559708029,0
"[[360, 509], [361, 513], [386, 507], [385, 503]]",209.31711906934308,141.53284671532847,0.0006349055938686132,0
"[[385, 503], [386, 507], [412, 501], [411, 497]]",208.8811894806338,134.5211267605634,0.0006034515510422536,0
"[[411, 497], [412, 501], [437, 496], [436, 492]]",208.8276798023897,132.125,0.0005927027085000001,0
"[[436, 492], [437, 496], [462, 490], [461, 486]]",208.3869040830292,128.83211678832117,0.0005779310846715329,0
"[[461, 486], [462, 490], [488, 484], [487, 480]]",208.0363116197183,128.7887323943662,0.0005777364655774648,0
"[[487, 480], [488, 484], [513, 478], [512, 474]]",207.7210310218978,130.4087591240876,0.0005850037823649636,0
"[[512, 474], [513, 478], [538, 472], [537, 468]]",207.4778455748175,139.35036496350364,0.0006251151465985401,0
"[[537, 468], [538, 472], [564, 466], [563, 462]]",206.94206646126761,134.61971830985917,0.0006038938252394367,0
"[[563, 462], [564, 466], [589, 460], [588, 456]]",206.70373802463504,136.05109489051094,0.0006103148717956204,0
"[[588, 456], [589, 460], [614, 455], [613, 451]]",206.42705939797793,131.46323529411765,0.0005897340823235295,0
"[[614, 451], [615, 455], [640, 449], [639, 445]]",206.15542312956205,123.54014598540147,0.0005541917058394161,0
"[[639, 445], [640, 449], [665, 443], [664, 439]]",206.12019559762774,130.79562043795622,0.0005867392128175183,0
"[[664, 439], [665, 443], [691, 437], [690, 433]]",205.75594190140845,126.0,0.0005652264240000001,0
"[[690, 433], [691, 437], [716, 431], [715, 427]]",205.44656706204378,129.13138686131387,0.0005792735874744526,0
"[[715, 427], [716, 431], [741, 425], [740, 421]]",205.19474224452554,128.96350364963504,0.0005785204761459855,0
"[[740, 421], [741, 425], [767, 420], [766, 416]]",204.58513408687944,128.6950354609929,0.0005773161482553192,0
"[[766, 416], [767, 420], [792, 414], [791, 410]]",204.03033759124088,128.61313868613138,0.0005769487655474453,0
"[[791, 410], [792, 414], [817, 408], [816, 404]]",203.52827041514598,126.18248175182482,0.0005660450232700731,0
"[[816, 404], [817, 408], [843, 402], [842, 398]]",203.11501430457747,132.71830985915494,0.0005953642514366198,0
"[[842, 398], [843, 402], [868, 396], [867, 392]]",202.84434876824818,131.97810218978103,0.0005920437360875913,0
"[[867, 392], [868, 396], [893, 390], [892, 386]]",202.5735914689781,131.97080291970804,0.0005920109921167884,0
"[[892, 386], [893, 390], [919, 384], [918, 380]]",202.37849361795776,134.0,0.000601113816,0
"[[918, 380], [919, 384], [932, 382], [931, 378]]",202.22747217465752,134.67123287671234,0.000604124915671233,0
"[[250, 520], [251, 523], [276, 517], [275, 514]]",210.88512073863637,135.5818181818182,0.0006082097321454547,0
"[[275, 514], [276, 517], [301, 511], [300, 508]]",210.4221768465909,134.8181818181818,0.0006047841174545455,0
"[[300, 508], [301, 511], [327, 505], [326, 502]]",210.02062774122808,145.53508771929825,0.0006528593428421053,0
"[[326, 502], [327, 505], [352, 499], [351, 496]]",209.63911576704547,138.8272727272727,0.0006227685945818181,0
"[[351, 496], [352, 499], [377, 493], [376, 490]]",209.431640625,139.6090909090909,0.0006262757715272728,0
"[[376, 490], [377, 493], [403, 487], [402, 484]]",209.1604646381579,134.52631578947367,0.0006034748286315789,0
"[[402, 484], [403, 487], [428, 482], [427, 479]]",208.71590094610093,138.11009174311926,0.0006195513751926606,0
"[[427, 479], [428, 482], [453, 476], [452, 473]]",208.49572088068183,134.29090909090908,0.0006024188120727273,0
"[[452, 473], [453, 476], [479, 470], [478, 467]]",208.01583059210526,124.42105263157895,0.0005581433861052632,0
"[[478, 467], [479, 470], [504, 464], [503, 461]]",207.77723721590908,131.77272727272728,0.0005911224398181819,0
"[[503, 461], [504, 464], [530, 458], [529, 455]]",207.44781387061403,129.49122807017545,0.0005808878077894737,0
"[[529, 455], [530, 458], [555, 452], [554, 449]]",207.1327237215909,131.76363636363635,0.000591081658690909,0
"[[554, 449], [555, 452], [580, 446], [579, 443]]",206.80063920454546,135.45454545454547,0.0006076387963636365,0
"[[579, 443], [580, 446], [606, 441], [605, 438]]",206.44576189159292,137.04424778761063,0.0006147700802123895,0
"[[605, 438], [606, 441], [631, 435], [630, 432]]",206.32389914772727,120.16363636363636,0.0005390449402909091,0
"[[630, 432], [631, 435], [656, 429], [655, 426]]",206.1185546875,128.48181818181817,0.0005763596717454545,0
"[[655, 426], [656, 429], [682, 423], [681, 420]]",205.85754180372808,127.63157894736842,0.0005725455631578948,0
"[[681, 420], [682, 423], [707, 417], [706, 414]]",205.52404119318183,123.01818181818182,0.0005518502142545455,0
"[[706, 414], [707, 417], [732, 411], [731, 408]]",205.273828125,127.81818181818181,0.0005733826494545455,0
"[[731, 408], [732, 411], [758, 406], [757, 403]]",204.7627385232301,122.68141592920354,0.0005503395080707965,0
"[[757, 403], [758, 406], [783, 400], [782, 397]]",204.2507634943182,123.15454545454546,0.0005524619311636364,0
"[[782, 397], [783, 400], [809, 394], [808, 391]]",203.7155119243421,124.34210526315789,0.0005577892342105263,0
"[[808, 391], [809, 394], [834, 388], [833, 385]]",203.27199928977274,125.6,0.0005634320544,0
"[[833, 385], [834, 388], [859, 382], [858, 379]]",202.9972833806818,125.28181818181818,0.0005620047149454546,0
"[[858, 379], [859, 382], [885, 376], [884, 373]]",202.66644394188597,124.2280701754386,0.0005572776814736842,0
"[[884, 373], [885, 376], [910, 370], [909, 367]]",202.40640980113636,124.94545454545455,0.0005604958132363637,0
